variable,coefficient,boot_se,boot_t,boot_pval,ci_lower,ci_upper
industry,2.2019789602267372,0.4263095069678672,5.152411804987894,0,1.3808725072967711,3.0520057746108105
public_sector,-2.2992669732977236,0.6206138611370311,-3.801056162064009,0.001001001001001001,-3.5027759954670663,-1.0699696598099047
managerial,3.198299398639549,0.9090875974454905,3.861835934128948,0,1.4292748095038932,4.992898191490216
