country,sector,occupation,year,gender_pay_gap,cooks_distance,leverage,residual
HR,Trade,Managers,2014,5.7208934142518,0.0015489511121693914,7.416312931198123e-4,-46.866684281593926
BG,Electricity,Craft,2018,-18.7899079277771,0.0015481823729763524,5.54619530547262e-4,-54.19187127422074
NL,Electricity,Craft,2014,31.0085442678585,0.0015464291156457733,6.242643213429854e-4,-51.0471094911128
NL,Hospitality,Agriculture,2014,-0.583574950599266,0.0015349998027665047,5.032211729735733e-4,-56.65232147568339
CY,Trade,Managers,2022,8.97119393397402,0.0015233986132194824,0.001849417002422734,29.399979168293843
EL,Hospitality,Clerical,2010,7.10364514712341,0.0014944142009409092,0.002491862253519302,-25.069837996112792
IE,Transport,Managers,2022,11.1863252754952,0.0014863843761791409,0.0015685305577926925,31.542705258541893
BA,Admin Services,Service,2022,-48.604424730892,0.0014862057264080845,9.045945185147035e-4,-41.56052777644589
SK,Education Sector,Technicians,2018,15.2251476377953,0.0014852372000858525,0.0020876158676921366,-27.316599148402336
MK,Manufacturing,Agriculture,2010,-81.8025751072961,0.0014533688900510904,0.0010935850103852346,37.37214804533358
LU,Manufacturing,Operators,2010,31.4542169874394,0.0014388398047664394,0.0011051221117353766,-36.9898420434231
PT,Manufacturing,Technicians,2010,21.0944079501432,0.001438423594337394,0.0012591640489385946,34.64309236443873
ME,Construction,Professionals,2014,-14.1170905062999,0.0014095949492120847,0.003466423478910294,-20.623382549050916
PT,Trade,Service,2014,5.5872819879611,0.0014071060688888263,3.343017760376152e-4,-66.55956414835744
TR,IT,Elementary,2010,30.7070617850991,0.0013831804780663382,0.001601240822474629,-30.11457469939863
BG,Water,Clerical,2022,8.95560104111389,0.0013827177913682798,5.852893231642979e-4,-49.852715001864325
BG,Admin Services,Operators,2014,-10.6733249190583,0.001380866755336089,3.343017760376152e-4,-65.93605179342158
AL,Trade,Technicians,2022,12.2382034876004,0.001379722810667987,4.6321125672345634e-4,-55.98436492735716
SE,Health,Technicians,2010,7.67682433881639,0.0013782223424836377,0.002810711576819044,-22.661607302471968
RS,Real Estate,Technicians,2014,1.37839020170206,0.0013772614772527888,0.002403487563495269,24.507769417633526
NL,Manufacturing,Elementary,2010,11.4101466754854,0.0013694514928608362,0.002810711576819044,22.589384273609657
PT,Mining,Clerical,2022,19.4753059896633,0.0013586481948595233,7.259185660097786e-4,-44.36656260095678
ES,Admin Services,Managers,2014,27.3087215335044,0.001358302322667127,0.0013086092619726652,-33.02068937008467
NL,Hospitality,Operators,2010,-55.7753769353338,0.0013412213594481328,0.0019078486853438977,27.15879583957817
FR,Hospitality,Managers,2014,13.6572868079264,0.0013407765985462457,7.29324228766674e-4,-43.97062470649363
NL,Hospitality,Managers,2010,17.6326373025321,0.0013251658749931848,0.0017692551534227322,-28.03705746904429
BG,Education Sector,Clerical,2014,3.12584941560206,0.0013224185965948004,0.0013086092619726652,32.58159853228485
BE,Hospitality,Technicians,2010,4.48210587831743,0.0013210655013324284,0.0013086092619726652,-32.564925562896434
EU15,Mining,Agriculture,2010,-35.4997871114784,0.0013060880878908475,0.0011051221117353766,-35.242157608925176
MK,Admin Services,Technicians,2018,26.1228058777981,0.0013014224647051324,0.0017187432600114308,-28.191498786073396
FI,Other Services,Technicians,2010,18.4520123839009,0.001287739538229815,0.0014019525938602949,-31.059872339085484
PT,Trade,Managers,2010,11.3504217508804,0.001267110501228745,0.0011051221117353766,-34.71230874489224
ES,Hospitality,Service,2010,15.5943986245733,0.0012444364486427163,0.002810711576819044,21.53363899088148
EE,Other Services,Craft,2010,29.1692928274297,0.0012401155161005488,0.0014566072083456096,-29.90118421308947
LT,Mining,Elementary,2010,27.9629328564461,0.0012369398693297534,0.0013086092619726652,-31.511001624777613
LU,Transport,Technicians,2014,25.5833989147993,0.001236607643226434,7.32172218992101e-4,-42.14565892607752
EU25,Hospitality,Operators,2010,-45.9019680866302,0.0012129018889585382,7.539247820580761e-4,-41.132289206875896
UK,Health,Managers,2010,25.3336359509759,0.001208477331270108,0.0018900223813053687,-25.90155159266612
LU,Transport,Technicians,2022,9.68686735169505,0.0011970520003032703,0.0015685305577926925,-28.30674159416789
EE,Water,Clerical,2010,33.3385861514703,0.0011841754992777324,0.0013546807781575994,-30.301381202616263
EL,Health,Technicians,2010,5.95032118210926,0.0011832881653513574,0.002389426297581178,22.783533904118112
EA13,Finance,Agriculture,2010,-45.0594590153834,0.0011777110170699669,7.539247820580761e-4,-40.53119546246808
EL,Real Estate,Craft,2010,-2.85937278274443,0.0011725079443159132,7.539247820580761e-4,-40.441563883214414
BG,Construction,Clerical,2022,17.8188713823911,0.0011568989645663586,7.259185660097786e-4,-40.94020285437576
HU,Water,Operators,2018,18.5630505571103,0.0011540011076859676,4.850993256590505e-4,-50.030938917860944
BE,Manufacturing,Professionals,2010,11.4236992257585,0.001139461177067352,0.0011051221117353766,32.91743762038117
RS,Public Admin,Elementary,2018,5.51484108221698,0.0011359227981614173,0.001261302494957533,-30.759428423658832
UK,Other Services,Technicians,2010,21.6484716907243,0.0011320486882875267,0.0011051221117353766,32.81019471519236
FR,Manufacturing,Clerical,2010,6.03140940088122,0.0011219184446795041,0.0017695379471283261,25.795451005904766
MK,Arts,Clerical,2014,-21.6968811799385,0.0011192607295414528,0.0010859914451613318,32.91108026264619
MK,IT,Technicians,2010,0.479185384845762,0.0011066510946922273,0.0010359279494563487,-33.50827381621998
NL,Water,Professionals,2014,11.5069235400361,0.001101177583456883,0.001255415638940713,-30.356448039650267
LV,Finance,Professionals,2010,24.9957095500899,0.001100921604069618,9.209185573404655e-4,35.451045993818155
LV,Electricity,Professionals,2022,12.8060512893604,0.0010993870311375624,4.010695417059173e-4,53.70971521275991
ES,Professional,Elementary,2010,14.8514851485149,0.0010990545155539866,9.397046747120717e-4,35.06446575329015
EE,Finance,Professionals,2022,20.5279785133993,0.0010932370921859559,7.29324228766674e-4,39.70467123969028
IE,Mining,Technicians,2010,16.2688384079276,0.0010877289481788892,0.0012554552640352868,30.170030239945614
AL,Finance,Professionals,2018,2.01992587441289,0.0010876217570071221,0.0029825602050915826,19.539286093201273
AL,Construction,Managers,2018,-46.2826568324922,0.0010784562576999356,4.6897812126403706e-4,-49.19068345498548
NL,Public Admin,Clerical,2018,9.63645661770788,0.0010708048734857493,8.634230768700554e-4,-36.11019258715939
EU25,Electricity,Agriculture,2010,58.5747959527284,0.0010685004226865882,0.0011051221117353766,31.87598428121023
ME,Professional,Professionals,2014,-25.4319482722069,0.0010651485783128576,0.0014228256085869401,-28.039644106276597
HU,Finance,Elementary,2018,4.03385007157881,0.0010540313986350722,8.730585774775839e-4,-35.62766460168487
NL,Admin Services,Agriculture,2022,15.4368161899142,0.0010487375907244992,4.1597471442490893e-4,51.50873227514964
IE,Other Services,Managers,2010,29.6468903295971,0.001043369127808227,0.0011051221117353766,31.498889721658017
NL,Other Services,Craft,2010,21.2689680465777,0.0010429515398204183,8.634230768700554e-4,35.63745647763644
LT,Water,Elementary,2010,26.5032524194828,0.0010412918621961998,0.0013086092619726652,-28.911734779911082
LU,IT,Professionals,2010,8.36600614602098,0.0010403423202023118,0.001038147399137544,32.45406709741681
HU,Trade,Professionals,2010,0.713658125481899,0.0010325578322660878,6.352687796968505e-4,-41.348909274986994
FR,Construction,Service,2018,12.445937106427,0.0010232438442547276,0.0011051221117353766,-31.193623439157427
ES,Professional,Managers,2010,22.2293923727626,0.0010216448379776427,0.0013086092619726652,28.637683604049318
SI,Health,Clerical,2018,0.28958358396206,0.0010213883966926145,0.0013546807781575994,28.141668917778166
BG,Real Estate,Technicians,2014,-9.76940521364259,0.0010170879714785856,5.936835976433173e-4,-42.45271076341329
BG,Transport,Craft,2010,5.69513695525481,9.946600925294993e-4,0.0010424096404638558,-31.668448817451214
BA,Transport,Managers,2022,-16.8936548441666,9.94408344292579e-4,0.001849417002422734,-23.75322730311872
IT,Manufacturing,Managers,2014,25.8061486528187,9.936852514590261e-4,7.539247820580761e-4,-37.23012261108631
ES,Transport,Elementary,2018,9.72418719970864,9.883585706376504e-4,7.350593577499161e-4,-37.6043697475078
LV,Hospitality,Elementary,2018,12.4708370398966,9.827654215771393e-4,6.595811714391505e-4,-39.58820995633898
ME,Transport,Professionals,2014,-23.6254392925972,9.694781776263914e-4,0.0014228256085869401,-26.750778165340208
UK,Finance,Service,2010,44.0733761453448,9.674202746809347e-4,0.002810711576819044,18.986226558590634
HR,Public Admin,Service,2010,8.92823973747756,9.634630141059236e-4,0.0015400942726056502,-25.629262174944962
AL,Mining,Operators,2022,32.5191789342733,9.565210572911408e-4,0.0013805240087883396,26.976581862807272
HU,Electricity,Craft,2018,-2.8484299239817,9.546771733320696e-4,6.352687796968505e-4,-39.75897087965585
IT,Hospitality,Service,2018,3.86201152217673,9.532388446886057e-4,7.671009624422889e-4,36.14955282502797
LT,Manufacturing,Agriculture,2010,15.7737744809451,9.497129940812781e-4,0.0013378473166558563,-27.30694454315952
HR,Finance,Service,2014,29.6546698770752,9.461567458644746e-4,7.694306694827851e-4,-35.96036682576407
EU15,Hospitality,Operators,2010,-39.1426636804,9.451659315268567e-4,7.539247820580761e-4,-36.30981816912131
BG,Admin Services,Managers,2022,-17.7162853080282,9.438172258590267e-4,5.032211729735733e-4,-44.42296055998876
RS,Admin Services,Operators,2018,16.0362294037994,9.43253612454527e-4,9.209185573404655e-4,-32.81444740531774
EU15,Finance,Agriculture,2010,-39.0470099136553,9.416163647001953e-4,7.539247820580761e-4,-36.2415733480487
TR,Electricity,Professionals,2014,19.692770268826,9.405648420571305e-4,7.671009624422889e-4,-35.90843139466207
BG,Transport,Professionals,2018,35.0932459677419,9.365718014870687e-4,0.0013086092619726652,27.419431934097492
HR,Hospitality,Service,2022,10.132278155534,9.319077752516025e-4,7.259185660097786e-4,-36.74419537574581
IE,Health,Managers,2014,22.8750153947206,9.309010110616369e-4,3.853079887355987e-4,-50.42454380586892
LT,Transport,Technicians,2010,45.1524673168032,9.301461402298498e-4,7.539247820580761e-4,36.02016008580164
UK,Health,Operators,2010,9.5547032886276,9.201638221025844e-4,0.002810711576819044,18.51670226883994
EL,Other Services,Technicians,2022,0.274700612241234,9.167678421596712e-4,3.7139971518405083e-4,50.969359772739736
PT,Hospitality,Technicians,2018,21.7089137786603,9.110517174284636e-4,7.336827888576556e-4,36.13767448043844
BE,Manufacturing,Professionals,2014,6.5912967051364,9.075949760432035e-4,0.0011051221117353766,-29.378004731593908
EE,Health,Operators,2018,21.8461538461538,9.02646918096086e-4,6.056365064158629e-4,39.596010223965024
IE,Trade,Service,2018,-5.61323524332538,8.913340494174137e-4,8.143626467540993e-4,33.92494182583083
IE,Health,Operators,2010,19.706387503067,8.892112450893285e-4,0.002491862253519302,19.33830954740494
NL,Admin Services,Managers,2018,22.4701048688776,8.886932985568341e-4,7.694831814195916e-4,-34.850071919501346
DE,Hospitality,Service,2010,10.5903083700441,8.793264367169048e-4,0.002810711576819044,18.101148513889616
PT,Other Services,Clerical,2018,23.1807689246199,8.770510244902585e-4,7.416312931198123e-4,-35.266129982366444
LT,Professional,Professionals,2022,16.1516022478658,8.765736408519832e-4,4.1597471442490893e-4,-47.09140490571774
RS,Manufacturing,Operators,2022,19.0475664234011,8.698291766887109e-4,9.209185573404655e-4,-31.511410415028053
EL,Arts,Service,2010,-6.28980891719745,8.69228698367142e-4,0.0010706625882344837,29.210371840811032
FI,Transport,Technicians,2010,40.5497391552919,8.679966786503766e-4,0.0013546807781575994,-25.942595318888937
SK,Education Sector,Elementary,2018,16.3919219248236,8.678364716991896e-4,6.352687796968505e-4,-37.907558533364345
RO,Manufacturing,Technicians,2018,16.1811903310989,8.64457374662636e-4,4.931647520735477e-4,-42.94604242752362
AT,Finance,Managers,2014,34.4125360267961,8.468310695070095e-4,6.242643213429854e-4,37.775005680859294
HR,Education Sector,Clerical,2010,-7.75787909595683,8.315489303268886e-4,0.001849417002422734,21.721216751233282
NL,IT,Clerical,2014,10.2209446274576,8.308201041364984e-4,3.679149310645844e-4,-48.7507815012103
LT,Transport,Professionals,2022,23.9097843612397,8.291950802633556e-4,0.0011051221117353766,28.0804855578495
FR,Admin Services,Technicians,2014,6.72851618311013,8.266439253945005e-4,6.260222149562284e-4,-37.269537789796225
HU,Admin Services,Elementary,2014,3.0279281294575,8.262612306709971e-4,3.341842234086323e-4,-51.0131522216194
MT,Public Admin,Clerical,2018,-0.842216291371666,8.247515197276706e-4,7.43597815208524e-4,-34.15317253324992
RO,Real Estate,Technicians,2018,26.6046429204324,8.20466759565204e-4,4.1597471442490893e-4,-45.559394031998615
EL,Construction,Technicians,2022,21.6135505082383,8.176164561369842e-4,0.0013086092619726652,25.61903258296012
HR,Professional,Technicians,2022,-4.78430426566959,8.146039589279677e-4,7.264569042905154e-4,34.341109507301404
RO,Construction,Craft,2022,8.72376796599113,8.119481285909198e-4,7.084639326916001e-4,-34.71835037580539
TR,Construction,Clerical,2010,12.4423269809428,8.09105685893395e-4,0.0018792559094428464,-21.25466913892252
BA,Construction,Technicians,2022,-7.93062302906333,7.994996540923409e-4,0.003434089802420129,-15.605257746361751
IT,Public Admin,Technicians,2022,16.6337764852514,7.964582616195965e-4,0.0011051221117353766,27.520591605013898
RO,Mining,Clerical,2010,9.86635572697103,7.962853183278014e-4,0.0014717044786932282,-23.836694337128243
NL,Electricity,Professionals,2014,7.41797468036788,7.949088412032806e-4,6.260222149562284e-4,36.54714287969118
RO,Education Sector,Technicians,2022,-3.82497550316073,7.941819850324355e-4,7.29324228766674e-4,-33.8410976331708
PL,Manufacturing,Craft,2014,28.9317148848921,7.806792555400567e-4,7.539247820580761e-4,32.99942436266077
EA13,Education Sector,Operators,2010,-25.8158398232235,7.78828193939102e-4,0.0013086092619726652,-25.003957179609902
PT,Hospitality,Service,2010,14.2327163117827,7.756286040425052e-4,4.815938341298057e-4,41.16601694193157
RO,Admin Services,Agriculture,2022,6.0407758274469,7.750838536078448e-4,9.3759769971207e-4,-29.47951245910102
NL,Transport,Elementary,2014,23.0300147457547,7.712668199963327e-4,6.056365064158629e-4,36.60115581607638
SK,IT,Elementary,2010,-0.55874756206842,7.708772490276264e-4,0.001291829170668838,-25.03746047288477
FR,Other Services,Elementary,2022,7.97095891811745,7.707889679181992e-4,4.8205940420356966e-4,-41.01754487846875
SI,Other Services,Clerical,2014,1.92967026414644,7.692152524833417e-4,4.931647520735477e-4,-40.51121798170922
MK,Health,Managers,2010,16.9909088806126,7.659316257230532e-4,0.002810711576819044,-16.893750175441692
HU,Admin Services,Clerical,2010,-1.61618580150844,7.659302186967692e-4,3.8563692436561375e-4,45.71928054582137
SI,Transport,Managers,2022,20.1595787281756,7.639768200301372e-4,9.262184397563561e-4,-29.4471008955433
EL,Hospitality,Craft,2010,30.2979853325466,7.633069604607559e-4,0.001770361690187569,-21.272115041318006
SI,IT,Technicians,2018,15.5809170261864,7.628910589963599e-4,7.259185660097786e-4,33.245551103812105
SI,Water,Technicians,2018,3.88917620124003,7.502923214009568e-4,0.0013086092619726652,-24.541616482605182
HR,Professional,Professionals,2022,3.9237859520355,7.472679789992248e-4,7.259185660097786e-4,-32.90337600607137
EL,Admin Services,Managers,2022,51.2772295661888,7.410676441781105e-4,7.259185660097786e-4,32.7665864556243
LU,Manufacturing,Professionals,2014,27.4789490463777,7.392809676262952e-4,7.539247820580761e-4,32.11255102588252
IT,Manufacturing,Elementary,2010,14.4863496805244,7.247144189928887e-4,0.003786724954141733,14.14378017510386
HR,Arts,Clerical,2018,23.7554597282114,7.186927622000547e-4,7.696417697494408e-4,-31.33679264505879
RS,Health,Professionals,2014,19.6206049377744,7.154873078006152e-4,9.045945185147035e-4,-28.836500577868165
IT,Finance,Clerical,2018,21.2139903872579,7.137206915266004e-4,6.611680087677379e-4,-33.69632934847125
LT,Manufacturing,Technicians,2010,34.1400784504024,7.100973697371226e-4,0.0013086092619726652,23.875191631225707
LV,Finance,Managers,2022,25.4545853669245,7.049836361381986e-4,4.931647520735477e-4,-38.782953115305716
LV,Electricity,Agriculture,2010,24.0768782760629,7.048607185798842e-4,4.1597471442490893e-4,-42.22786241185213
CY,Manufacturing,Managers,2010,1.41062376019396,7.044637201885004e-4,0.0013416820177021423,-23.484593269903534
NL,Real Estate,Technicians,2022,15.7362265287353,6.998371541791408e-4,6.353012201461947e-4,-34.04036909277519
IE,Trade,Technicians,2022,18.0591349013087,6.971361283566187e-4,0.0011051221117353766,25.74749899892435
EE,Finance,Clerical,2022,13.8591489311361,6.952361057105184e-4,7.416312931198123e-4,-31.3986902797912
AL,Finance,Professionals,2022,12.030720037689,6.922100665833663e-4,4.6897812126403706e-4,-39.4094655017751
CY,Arts,Clerical,2010,9.96611959343512,6.919452525693875e-4,4.880633443330493e-4,-38.623120514704844
RO,Real Estate,Clerical,2022,3.6988451070298898,6.893277005905538e-4,6.372375339251731e-4,-33.73237792251165
LU,Finance,Clerical,2010,6.40110460341669,6.865702861500586e-4,5.244685670427146e-4,-37.112186238252306
EU25,Construction,Service,2010,35.0573314520184,6.846536772926816e-4,0.002810711576819044,15.972266175386633
LT,Other Services,Service,2010,46.472082034138,6.820159951322586e-4,0.0013086092619726652,23.398347907801238
LV,Trade,Technicians,2022,6.7124789037338,6.776391694468442e-4,9.968569513420717e-4,-26.730758818733218
EL,Manufacturing,Clerical,2022,12.3664223998932,6.77090665820838e-4,4.159827182465857e-4,-41.38726001478769
LV,Manufacturing,Technicians,2018,15.9288925063357,6.759254807631667e-4,7.29324228766674e-4,31.220067268524005
BA,Health,Operators,2022,38.0529613631319,6.75768317514242e-4,0.0014578219330622234,22.06351439210881
IT,Arts,Clerical,2014,24.3439738482699,6.737813538531247e-4,0.0013086092619726652,-23.256663449629716
ME,IT,Technicians,2014,-17.3309848684135,6.712956889576757e-4,0.0014228256085869401,-22.259957463270116
LU,Trade,Service,2010,14.628018988877,6.6520698790012e-4,0.0013086092619726652,-23.10821052438347
NL,Trade,Technicians,2022,24.8466722422215,6.635672755106768e-4,0.0013825047590536091,-22.45277043248007
BG,Arts,Managers,2014,11.9457577522793,6.619528258778884e-4,7.539247820580761e-4,30.3867018595383
SK,IT,Technicians,2010,24.5611954459203,6.60403901725091e-4,0.001594855025117211,20.850315115705527
BG,Public Admin,Professionals,2022,12.2298379858927,6.58883019141354e-4,6.353012201461947e-4,-33.02934187197357
TR,Hospitality,Professionals,2018,33.4500638252206,6.586349281337043e-4,3.341842234086323e-4,-45.54553959738154
BG,Admin Services,Operators,2022,-17.7439229304358,6.5712418084755e-4,3.9475455195587975e-4,-41.8552827767213
FR,IT,Clerical,2018,15.3123807846935,6.565987751073082e-4,4.883302457095854e-4,-37.61340879903991
SE,Trade,Professionals,2022,5.24853215812654,6.521106399494122e-4,0.0011051221117353766,24.90215304966531
LT,Other Services,Service,2022,5.21858826120472,6.510989850388439e-4,8.143626467540993e-4,-28.994950537893967
EL,Hospitality,Professionals,2010,26.4459890932723,6.488672139443742e-4,0.0013416820177021423,-22.538844245987693
BG,Transport,Craft,2022,1.51056741849162,6.481792586819264e-4,6.056365064158629e-4,-33.55367091413116
SI,Arts,Operators,2010,12.0975432541665,6.480136461034727e-4,7.259185660097786e-4,-30.64039430010791
IT,Construction,Technicians,2018,13.334690193441,6.438008740339921e-4,0.001261302494957533,-23.156858081844838
SI,Mining,Professionals,2022,16.8899626619811,6.387321066972326e-4,4.850993256590505e-4,-37.221589395055716
BG,Electricity,Technicians,2018,21.5672736687667,6.368052468013031e-4,6.719437719730667e-4,-31.572322724466186
UK,Public Admin,Clerical,2018,11.5543695797198,6.357836754377876e-4,7.539247820580761e-4,29.78000256658568
FR,IT,Clerical,2014,9.89317422238626,6.302751287604616e-4,4.7943672492177275e-4,37.192277383351254
EL,Manufacturing,Craft,2018,34.8355133890979,6.301825071515225e-4,6.372375339251731e-4,32.2527881307831
LV,Manufacturing,Service,2018,11.0005375105582,6.248439236533143e-4,7.264569042905154e-4,-30.076468392789373
BE,Manufacturing,Operators,2014,6.51518148551083,6.246192367666145e-4,0.0020876158676921366,17.714805904549106
PL,Hospitality,Elementary,2018,5.83697680247292,6.229101524495938e-4,7.259185660097786e-4,-30.041041043277826
RO,Transport,Clerical,2010,13.7393686854272,6.222523714167436e-4,5.852893231642979e-4,-33.443007011747405
HU,Electricity,Professionals,2018,13.3262155253599,6.202810693675408e-4,7.543731742752809e-4,-29.405935783398718
